PURCHASED_DEVICE,DEVICE_VALUE,LAST_DEVICE_CHANGE,DATA_TRAFFIC_MONTH_1,DATA_TRAFFIC_MONTH_2,DATA_TRAFFIC_MONTH_3,DATA_TRAFFIC_MONTH_4,DATA_TRAFFIC_MONTH_5,DATA_TRAFFIC_MONTH_6,VOICE_TRAFFIC_MONTH_1,VOICE_TRAFFIC_MONTH_2,VOICE_TRAFFIC_MONTH_3,VOICE_TRAFFIC_MONTH_4,VOICE_TRAFFIC_MONTH_5,VOICE_TRAFFIC_MONTH_6,BILLING_MONTH_1,BILLING_MONTH_2,BILLING_MONTH_3,BILLING_MONTH_4,BILLING_MONTH_5,BILLING_MONTH_6,DEVICE_COST_MONTH_1,DEVICE_COST_MONTH_2,DEVICE_COST_MONTH_3,DEVICE_COST_MONTH_4,DEVICE_COST_MONTH_5,DEVICE_COST_MONTH_6,LINE_ACTIVATION_DATE,MONTHS_LAST_DEVICE,DURATION_LINE,PREVIOUS_DEVICE_MODEL,PREVIOUS_DEVICE_MANUF,PREVIOUS_DEVICE_BRAND
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170801,0.0,0.0,0.0,0.0,0.0,0.0,80.199997,43.900002,43.900002,9.1000004,57.099998,0.0,102.96,102.96,102.96,106.66,134.05,113.77,0.0,0.0,0.0,0.0,0.0,0.0,20170831,20,20,3075M,TCT Mobile Limited,Outros
TGSA32144007_SAMSUNG J610G SMART PRATA PPB/PI324/14,609.0,20180301,2744.9087,5635.4668,5635.4668,5261.1455,3623.0942,2449.1108,1008.8,1575.8,1575.8,855.20001,1119.5,4.8000002,395.99,44.99,44.99,44.99,44.99,44.99,0.0,0.0,0.0,0.0,0.0,0.0,20180305,13,13,GE12072145,"Motorola Mobility LLC, a Lenovo Company",Outros
TGSA31964007_SAMSUNG J410G SMART PRETO PPB/PI324/14,441.0,20180301,2851.269,1100.8986,1100.8986,954.97388,1955.9803,3491.5664,130.3,231.3,231.3,91.300003,174.7,0.0,44.99,44.99,44.99,44.99,44.99,44.99,0.0,0.0,0.0,0.0,0.0,0.0,20180305,13,13,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,537.0,20170701,8.7587891,12.036875,12.036875,9.5966797,23.883398,11.805664,81.5,154.8,154.8,259.39999,340.20001,0.0,113.14,113.14,113.14,113.14,113.14,122.13,0.0,0.0,0.0,0.0,0.0,0.0,20170710,21,21,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170701,1329.9901,1282.3467,1282.3467,870.67542,2949.9705,1366.5566,398.5,310.39999,310.39999,399.39999,390.39999,2.4000001,113.14,115.41,113.14,118.56,113.14,114.67,0.0,0.0,0.0,0.0,0.0,0.0,20170710,21,21,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,6051.8374,7016.3057,7016.3057,3083.0427,5877.6421,3956.9731,65.400002,93.5,93.5,112.9,124.6,0.0,113.14,113.14,113.8,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170728,,21,,,
TGSA32162007_SAMSUNG J610G SMART PRETO PPB/PI107/04,969.0,20150301,1405.9543,3519.1875,3519.1875,117.89024,64.560547,240.68745,17.4,32.400002,32.400002,45.799999,80.800003,0.0,188.84,188.84,188.84,188.84,188.84,188.84,0.0,0.0,0.0,0.0,0.0,0.0,20150326,49,49,,,
TGSA32162007_SAMSUNG J610G SMART PRETO PPB/PI107/04,969.0,20150201,11091.648,7283.8384,7283.8384,5423.2798,9694.835,9523.4463,81.199997,50.299999,50.299999,70.099998,88.699997,0.0,137.14,138.86,137.14,137.14,151.12,137.14,0.0,0.0,0.0,0.0,0.0,0.0,20110221,50,98,,,
DGAP067C2000_APPLE IPHONE 8 64GB CINZA PPB/PI643/10,3033.0,,6116.0342,7134.4551,7134.4551,4274.7988,6343.0864,9625.4033,437.79999,399.5,399.5,605.40002,490.29999,0.0,195.98,194.83,194.83,194.83,194.83,194.83,0.0,0.0,0.0,0.0,0.0,0.0,20031106,,185,,,
DGAP088C3000_APPLE IPHONE XS 64GB CINZA ESPACIAL,5889.0,20160501,679.01245,1156.9869,1156.9869,1222.8927,1540.7023,843.60956,77.099998,129.10001,129.10001,61.099998,70.0,278.5,60.12,60.32,60.22,60.22,61.98,61.25,0.0,0.0,0.0,0.0,0.0,0.0,20100503,35,107,,,
TGMO36912000_MOTOROLA XT1955 SMARTPHONE AZUL NAVY,405.0,20190301,1090.1472,1289.3314,1289.3314,332.73001,1731.9735,1204.3489,29.200001,74.199997,74.199997,24.0,51.700001,45.099998,92.0,92.0,78.56,0.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,20160902,1,31,iPhone 7 Plus,Apple Inc,Apple
TGMO36912000_MOTOROLA XT1955 SMARTPHONE AZUL NAVY,405.0,20190301,2008.1332,1957.983,1957.983,349.11832,3249.2878,3045.5056,318.60001,271.5,271.5,142.5,257.60001,190.2,106.62,101.7,89.83,0.0,121.09,140.43,0.0,0.0,0.0,0.0,0.0,0.0,20160902,1,31,,,
TGMO36912000_MOTOROLA XT1955 SMARTPHONE AZUL NAVY,405.0,20190301,4945.6929,3984.9841,3984.9841,2985.2119,9498.0234,4021.8179,102.4,207.10001,207.10001,12.5,31.4,43.299999,102.97,130.36,94.3,0.0,119.15,95.22,0.0,0.0,0.0,0.0,0.0,0.0,20160902,1,31,,,
TGSA32762000_SAMSUNG A920F SMART PRETO PPB/PI107/04,2241.0,,1007.934,806.86401,806.86401,896.65656,1709.5731,994.27759,173.2,238.5,238.5,265.89999,274.89999,259.5,49.05,47.2,47.6,47.0,53.39,47.0,0.0,0.0,0.0,0.0,0.0,0.0,20040527,,179,Samsung Galaxy A5 2016,Samsung Korea,Samsung
TGSA32762000_SAMSUNG A920F SMART PRETO PPB/PI107/04,2241.0,20170801,899.76538,1633.9373,1633.9373,527.31665,1154.0677,1547.3989,25.5,17.4,17.4,17.700001,11.4,78.5,85.0,111.97,85.0,85.0,85.0,85.0,68.0,68.0,68.0,68.0,68.0,68.0,19970101,20,267,Samsung Galaxy A7 2017,Samsung Korea,Samsung
TGSA31064000_SAMSUNG G9600 SMART PRETO PPB/PI324/14,2577.0,,0.0,0.0,0.0,0.0,0.0,0.0,946.79999,507.89999,507.89999,330.29999,579.09998,769.09998,130.30999999999997,131.36,131.36,131.36,131.36,131.36,0.0,0.0,0.0,0.0,0.0,0.0,20150605,,46,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20140901,7568.1279,7495.9004,7495.9004,6614.9883,5188.8301,4513.7065,116.4,115.7,115.7,42.299999,294.39999,0.0,90.3,90.3,90.3,90.3,90.3,90.3,0.0,0.0,0.0,0.0,0.0,0.0,20121220,55,76,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20140901,220.38141,734.02911,734.02911,317.26926,369.61792,325.35327,0.0,0.0,0.0,0.5,0.0,0.0,70.39,70.39,70.39,70.39,70.39,70.39,0.0,0.0,0.0,0.0,0.0,0.0,20121220,55,76,Samsung Galaxy S5,Samsung Korea,Samsung
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,969.0,,6246.1699,3193.4294,3193.4294,3980.9121,4004.1316,4464.9619,48.700001,18.200001,18.200001,22.299999,14.5,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20080929,,127,iPhone 7,Apple Inc,Apple
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,735.0,20170501,35113.789,44570.336,44570.336,21051.768,13215.465,18356.984,1.0,16.299999,16.299999,11.6,14.3,0.0,113.14,113.67,113.14,113.51,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170530,23,23,Samsung Galaxy S8 Plus,Samsung Korea,Samsung
TGSA32762000_SAMSUNG A920F SMART PRETO PPB/PI107/04,1935.0,20170501,25983.404,19160.018,19160.018,13888.046,23747.709,25267.734,212.0,276.29999,276.29999,320.39999,315.0,0.0,119.51,119.28,117.68,122.09,118.59,115.84,0.0,0.0,0.0,0.0,0.0,0.0,20170530,23,23,,,
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,735.0,20170501,17439.631,26755.162,26755.162,29440.541,22807.01,9702.0273,52.900002,32.299999,32.299999,54.700001,14.9,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170530,23,23,Samsung Galaxy S8 Plus,Samsung Korea,Samsung
TGSA32564007_SAMSUNG J260M SMART PRETO  PPB/PI324/14,243.0,20170501,3700.6809,5347.04,5347.04,1752.7869,7178.8384,3603.1108,47.099998,171.39999,171.39999,103.7,136.60001,0.0,308.11,200.85999999999999,132.10999999999999,139.35999999999999,114.03,113.14,0.62,0.62,0.62,0.62,0.62,0.62,20170530,23,23,Samsung Galaxy S7,Samsung Korea,Samsung
TGSA32564007_SAMSUNG J260M SMART PRETO  PPB/PI324/14,555.0,20170501,1142.7013,501.37756,501.37756,2401.6472,1425.1051,1258.6869,151.0,253.39999,253.39999,318.60001,269.79999,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.62,0.62,0.62,0.62,0.62,0.62,20170515,23,23,Samsung Galaxy J7,Samsung Korea,Samsung
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,735.0,20170501,,,,,,,,,,,,,113.14,113.14,113.14,113.14,113.14,113.14,0.62,0.62,0.62,0.62,0.62,0.62,20170515,23,23,Samsung Galaxy J2,Samsung Korea,Samsung
TGMO37012000_MOTOROLA XT1952 SMARTPHONE INDIGO,657.0,20131101,3569.251,4624.6777,4624.6777,2215.0173,4092.9968,3945.3745,8.3000002,0.0,0.0,0.0,0.0,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20131126,65,65,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20131001,113.86894,114.99446,114.99446,152.38266,151.49547,27.324375,33.599998,8.5,8.5,13.2,34.0,97.900002,178.81,177.21,179.46,177.21,177.21,177.21,0.0,0.0,0.0,0.0,0.0,0.0,20070719,66,141,iPhone 5S,Apple Inc,Apple
TGAL03462000_ALCATEL 5033J SMART PRETO,249.0,20170601,275.53015,347.72232,347.72232,492.00357,602.39026,217.88812,345.5,204.10001,204.10001,248.3,426.70001,554.5,117.0,117.0,117.0,117.68,121.03999999999999,117.0,12.0,12.0,12.0,12.0,12.0,12.0,20121002,22,78,Alcatel Pixi 3 3.5,TCL Communication Ltd,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20170601,12.517852,15.705937,15.705937,6.8976555,36.237732,0.59667969,14.4,232.8,232.8,132.0,5.4000001,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170628,22,22,Moto G,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,3208.5327,3727.9177,3727.9177,3159.7422,4305.8403,2719.1147,0.0,0.0,0.0,0.0,0.0,0.0,138.68,133.08,139.7,143.09,157.93,151.46,0.0,0.0,0.0,0.0,0.0,0.0,20050129,,171,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,333.26178,700.61151,700.61151,639.6842,248.01765,358.64319,0.0,0.0,0.0,0.0,1.6,0.0,182.44,163.24,216.17,163.71,140.99,144.35,0.0,0.0,0.0,0.0,0.0,0.0,20050129,,171,iPhone 6S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170701,43.732502,394.6496,394.6496,365.56415,0.0,0.0,27.799999,345.60001,345.60001,885.29999,180.10001,25.5,69.86,68.0,139.19,318.41,68.54,68.0,0.0,0.0,0.0,0.0,0.0,0.0,20170717,21,21,Samsung Galaxy J1 Mini,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170801,833.28448,31.007618,31.007618,1.8955078,57.466133,39.435978,181.3,137.89999,137.89999,166.60001,175.3,0.0,67.99,67.99,67.99,67.99,67.99,67.99,0.0,0.0,0.0,0.0,0.0,0.0,20170805,20,20,LG Joy,LG Electronics Inc.,LG
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20170801,232.70367,167.54364,167.54364,252.56941,539.74915,101.8168,43.200001,44.400002,44.400002,44.900002,61.400002,30.200001,45.01,45.89,44.84,44.0,45.26,44.46,0.0,0.0,0.0,0.0,0.0,0.0,20170805,20,20,Lenovo Vibe C2,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170801,0.0,0.0,0.0,0.0,0.0,0.0,50.599998,47.099998,47.099998,101.0,81.199997,68.699997,44.0,60.29,44.0,46.32,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,20170805,20,20,Samsung Galaxy S Duos 2,Samsung Korea,Samsung
TGSA31962007_SAMSUNG J410G SMART PRETO PPB/PI107/04,513.0,20170601,26.365,21.781446,21.781446,96.826797,8.8071871,,3.5999999,15.4,15.4,26.299999,7.5999999,,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20170621,22,22,Samsung Galaxy S III Neo Duos,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,,2078.2937,1767.8481,1767.8481,1227.4712,839.69629,7869.584,177.7,247.3,247.3,266.20001,269.79999,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20140903,,55,Samsung Galaxy J5,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20151101,92.931915,0.0,0.0,0.0,0.095703125,774.61011,91.099998,100.9,100.9,68.099998,20.700001,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20151105,41,41,Motorola Razr i,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,,1792.5929,547.59985,547.59985,2151.2654,2962.9307,4942.1548,237.2,213.39999,213.39999,429.70001,243.7,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20140903,,55,Moto G,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,,3250.96,2005.9564,2005.9564,2803.7109,4881.687,3024.354,237.7,183.5,183.5,326.5,224.8,0.0,113.14,113.14,113.14,113.14,113.14,113.14,0.0,0.0,0.0,0.0,0.0,0.0,20140903,,55,2016117,Xiaomi Communications Co Ltd,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,,,,0.0,0.0,,,,,11.9,50.099998,,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,LG L20,LG Electronics Inc.,LG
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,42.428947,728.79553,728.79553,140.82918,3.2275391,14.431719,5.9000001,11.5,11.5,10.5,5.0999999,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,Moto G4 Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,,,,,,,,,,,,,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,20042.545,23380.42,23380.42,32658.73,18515.959,9798.3467,117.3,202.3,202.3,97.400002,117.7,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,Moto G4 Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,2054.9351,693.61908,693.61908,1512.6876,5727.6768,12896.255,6.9000001,2.8,2.8,2.3,3.2,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20161201,,,,,,,,,,,,,130.99,130.99,130.99,130.99,130.99,130.99,0.0,0.0,0.62,0.62,0.62,0.62,20161214,28,28,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20161201,,,,,,,,,,,,,130.99,130.99,130.99,130.99,130.99,130.99,0.0,0.0,0.62,0.62,0.62,0.62,20161214,28,28,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,9634.9346,4495.2393,4495.2393,,,,157.2,81.199997,81.199997,,,,89.79,88.99,88.99,88.99,88.99,88.99,0.0,0.0,0.0,0.0,0.0,0.0,20040518,,179,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,8391.4893,814.61053,814.61053,0.0,0.0,0.0,33.5,37.400002,37.400002,42.099998,48.799999,79.5,89.83,91.61,91.56,89.98,88.99,90.25,0.0,0.0,0.0,0.0,0.0,0.0,20040518,,179,Moto G4 Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20161201,4812.4248,1768.9603,1768.9603,1963.5106,2455.2886,1596.7117,0.0,0.5,0.5,0.0,1.4,0.0,130.99,130.99,130.99,130.99,130.99,130.99,0.0,0.0,13.0,13.0,13.0,13.0,20161214,28,28,Samsung Galaxy J7 Prime,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,,,,,,,,,,,,,88.99,88.99,88.99,88.99,88.99,88.99,0.0,0.0,0.0,0.0,0.0,0.0,20160822,,32,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,,,,,,,,,,,,,88.99,88.99,88.99,88.99,88.99,88.99,0.0,0.0,0.0,0.0,0.0,0.0,20160823,,32,one touch 217D,TCT Mobile Limited,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,,,,,,,,,,,,,88.99,88.99,88.99,88.99,88.99,88.99,0.0,0.0,0.0,0.0,0.0,0.0,19960110,,279,Samsung Ace IV LTE,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,3113.469,5523.5815,5523.5815,4352.2646,4529.2793,518.72205,87.5,187.60001,187.60001,70.0,87.0,67.300003,96.39,89.49,109.24,94.55,90.75,103.62,0.0,0.0,0.0,0.0,0.0,0.0,19941024,,294,iPhone 5S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,3917.4802,9218.959,9218.959,11201.189,11513.441,7368.686,141.60001,204.60001,204.60001,182.89999,208.2,189.8,104.4,99.61,90.03,89.51,90.77,89.29,0.0,0.0,0.0,0.0,0.0,0.0,20071218,,136,iPhone 6S,Apple Inc,Apple
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,849.0,20161201,4469.1338,4404.5503,4404.5503,4311.1772,3279.876,2333.2476,90.199997,106.9,106.9,194.89999,269.89999,101.2,132.89,202.25,174.6,141.61,165.95,207.83,0.0,0.0,0.0,0.0,0.0,0.0,20161216,28,28,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20161201,5717.0938,8340.1484,8340.1484,6812.5913,4487.3755,6788.7515,216.2,207.5,207.5,234.7,201.8,250.39999,270.91,479.61,321.3,216.14,240.43,253.12,0.0,0.0,0.0,13.0,13.0,13.0,20130812,28,68,iPhone 7 Plus,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170601,,,,,,,,,,,,,155.99,155.99,155.99,155.99,155.99,155.99,0.0,0.0,0.0,0.0,0.0,0.0,20130807,22,68,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20161201,39574.117,28248.426,28248.426,0.0,,3878.5032,51.5,41.099998,41.099998,0.0,,13.6,160.16,277.57,160.33,195.98,155.99,155.99,0.0,0.0,0.0,13.0,13.0,13.0,20130812,28,68,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20171201,1318.5126,1670.7032,1670.7032,2963.4448,2593.782,1262.9364,649.5,419.10001,419.10001,701.5,754.29999,0.0,92.96,92.96,96.62,92.96,92.96,92.96,0.0,0.0,0.0,0.0,0.0,0.0,20171228,16,16,iPhone 6S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20171201,3332.5352,9990.9131,9990.9131,4306.7227,2907.269,1463.0403,129.5,97.599998,97.599998,97.699997,142.7,0.0,92.96,92.96,92.96,92.96,92.96,92.96,0.0,0.0,0.0,0.0,0.0,0.0,20171228,16,16,,,
TGMO36912000_MOTOROLA XT1955 SMARTPHONE AZUL NAVY,1041.0,20171201,3024.9639,7551.71,7551.71,2334.6724,2675.2495,2278.9004,57.400002,46.200001,46.200001,40.5,69.099998,59.700001,92.0,92.0,92.66,92.0,92.0,92.0,49.0,49.0,49.0,49.0,49.0,49.0,20111116,16,89,iPhone 6,Apple Inc,Apple
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,315.0,20190301,4233.3477,5893.8169,5893.8169,4779.8765,2645.0491,4177.2861,522.40002,402.70001,402.70001,360.0,492.20001,0.0,163.61,99.7,100.85,93.92,112.24,92.08,0.0,0.0,1.5,1.5,1.5,1.5,20180309,1,13,,,
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,315.0,20190301,6511.3301,2200.8662,2200.8662,3541.2441,782.25861,6025.561,51.900002,64.400002,64.400002,67.699997,7.8000002,0.0,89.99,89.99,89.99,89.99,89.99,89.99,0.0,0.0,1.5,1.5,1.5,1.5,20180309,1,13,,,
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,315.0,20190301,3986.1545,3295.7917,3295.7917,2371.9211,2057.6228,3592.499,148.89999,243.3,243.3,165.2,156.3,0.0,90.54,89.99,89.99,89.99,89.99,89.99,0.0,0.0,1.5,1.5,1.5,1.5,20180309,1,13,iPhone 6,Apple Inc,Apple
TGMO362C2000_MOTOROLA XT1944 SMARTPHONE PLATINUM,315.0,20190301,3133.1118,3760.9673,3760.9673,4136.061,1077.3107,2932.9382,140.7,147.7,147.7,96.800003,63.599998,0.0,89.99,89.99,89.99,98.88,89.99,89.99,0.0,0.0,1.5,1.5,1.5,1.5,20180309,1,13,,,
TGAL03462000_ALCATEL 5033J SMART PRETO,155.0,20170201,0.0,0.0,0.0,0.0,0.0,0.0,474.70001,253.5,253.5,383.39999,472.5,0.0,129.23,123.24,128.08,133.58,138.47,127.16,0.0,0.0,0.0,0.0,0.0,0.0,20170206,26,26,Tank II,BLU Products Inc,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20160901,1561.4288,2332.6475,2332.6475,2002.0461,1927.9197,2399.542,405.79999,780.29999,780.29999,993.09998,1086.6,0.0,163.97,175.49,169.6,166.82,173.18,182.15,0.0,0.0,0.0,0.0,0.0,0.0,20040621,31,178,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170401,350.64941,350.64941,2013.1877,2013.1877,1654.2394,2987.2449,349.70001,349.70001,163.39999,163.39999,222.39999,287.29999,134.14,134.14,134.14,134.14,134.14,134.8,12.0,12.0,12.0,12.0,12.0,12.0,,25,,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170201,0.0,1222.62,1222.62,136.3,398.31,1039.2632,0.0,0.0,0.0,0.0,0.0,0.0,103.76,103.76,108.95,98.57,108.95,102.28,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,Samsung Galaxy Gran Prime 2016,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,,,,,,,,,,,,,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,LG K4,LG Electronics Inc.,LG
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170201,1942.9559,2624.8267,2624.8267,3102.1221,8732.9814,5564.8677,1.2,12.1,12.1,3.9000001,8.3999996,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20170224,26,26,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,,4703.5278,5209.4336,5209.4336,5092.5767,8091.3135,6992.8452,58.700001,14.2,14.2,67.5,85.400002,0.0,134.99,134.99,174.98,134.99,134.99,134.99,0.0,0.0,0.0,0.0,0.0,0.0,20140625,,58,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20170101,,,,,,,,,,,,,134.99,134.99,134.99,134.99,134.99,134.99,0.0,0.0,146.0,146.0,146.0,146.0,20170126,27,27,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,441.0,20170601,0.0,0.0,0.0,0.0,0.0,0.0,89.400002,89.400002,108.8,108.8,64.099998,354.29999,112.84,112.84,113.59,112.84,112.84,112.84,0.0,0.0,0.0,0.0,0.0,0.0,,23,,RE502,Multilaser Industrial S.A.,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170901,0.0,0.0,0.0,0.0,0.0,0.0,282.89999,282.89999,399.0,399.0,541.59998,580.09998,0.0,72.99,72.99,72.99,72.99,72.99,0.0,0.0,0.0,0.0,0.0,0.0,,20,,BGS3,Gemalto M2M GmbH,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,609.0,20161001,,,,,,,,,,,,,54.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,143.0,,31,,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170801,1302.428,1302.428,1527.3402,1527.3402,994.62854,4390.0024,257.20001,257.20001,132.0,132.0,258.39999,94.699997,0.0,72.99,72.99,72.99,152.97,492.89,0.0,0.0,0.0,0.0,0.0,0.0,,21,,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170801,0.0,0.0,0.0,0.0,0.0,0.0,1089.2,1089.2,853.79999,853.79999,1153.1,1360.4,0.0,72.99,72.99,72.99,72.99,72.99,0.0,0.0,0.0,0.0,0.0,0.0,,21,,MC55i,Gemalto M2M GmbH,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,561.0,20170801,0.0,0.0,0.0,0.0,0.0,0.0,684.29999,684.29999,523.79999,523.79999,594.70001,760.59998,0.0,72.99,72.99,72.99,72.99,72.99,0.0,0.0,0.0,0.0,0.0,0.0,,21,,BGS3,Gemalto M2M GmbH,Outros
